Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uc1.32106020654130,allow,public domain,8462360,v.37:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654148,allow,public domain,8462360,v.38,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654155,allow,public domain,8462360,v.40,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654163,allow,public domain,8462360,v.39:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654171,allow,public domain,8462360,v.41,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654254,allow,public domain,8462360,v.47:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654262,allow,public domain,8462360,v.48,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654270,allow,public domain,8462360,v.49:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654288,allow,public domain,8462360,v.50,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654296,allow,public domain,8462360,v.50 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654304,allow,public domain,8462360,v.51,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654312,allow,public domain,8462360,v.52:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654320,allow,public domain,8462360,v.54,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654338,allow,public domain,8462360,v.55:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654346,allow,public domain,8462360,v.55:1 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654353,allow,public domain,8462360,v.56,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654361,allow,public domain,8462360,v.57:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654379,allow,public domain,8462360,v.58:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654387,allow,public domain,8462360,v.59,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654395,allow,public domain,8462360,v.60,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654403,allow,public domain,8462360,v.62:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654411,allow,public domain,8462360,v.63:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654429,allow,public domain,8462360,v.64,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654437,allow,public domain,8462360,v.65-66,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654445,allow,public domain,8462360,v.67,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654452,allow,public domain,8462360,v.68:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654478,allow,public domain,8462360,v.71,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654494,allow,public domain,8462360,v.73:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654502,allow,public domain,8462360,v.74,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654510,allow,public domain,8462360,v.75:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654528,allow,public domain,8462360,v.1-73 contents,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654536,allow,public domain,8462360,v.76,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654544,allow,public domain,8462360,v.77,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654551,allow,public domain,8462360,v.79:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654569,allow,public domain,8462360,v.80,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654577,allow,public domain,8462360,v.81,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654585,allow,public domain,8462360,v.83:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654593,allow,public domain,8462360,v.84,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654601,allow,public domain,8462360,v.85,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654619,allow,public domain,8462360,v.86:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654627,allow,public domain,8462360,v.87:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654635,allow,public domain,8462360,v.88,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
